,Adjective,Sentence,Noun
423,"['THICK', 'HORIZONTAL', 'LIGHT', 'NARROWER', 'BIPOLAR', 'OPTIC']",The retina is a centimeter across and a half millimeter thick and has 100 million horizontal cells which are light narrower bipolar cells connected by Amacrine and ganglion which bundle to form the optic nerve,Amacrine
424,"['VARIOUS', 'HIGHER', 'SOCIAL']",The controller or designer of ProPs discovers the importance of various sensing and action channels on higher behaviors by pulling switches and looking for change at the higher levels becoming students learning by decomposing social behaviors,ProPs
425,"['AIRBORNE', 'SEVERAL', 'LIGHT', 'SIMPLE']",In Space Browsers when airborne and they consisted of a helium filled blimp with several light weight motors directly connected to propellers and onboard the blimp were a color video simple and radio links,Browsers
426,"['ISRAELI', 'MASSIVE', 'SYRIAN']",Israeli threw massive forces against the Syrian front protecting the heavily populate Hulan plain at the same Israel pushed back Egypt across the Sinai Desert,Desert
427,"['WHOLE', 'MIDDLE', 'DOMESTIC']",This wave of nationalism threatened too undermine the whole structure of Middle Eastern oil and retreat was not as domestic oil production levels had dropped,Eastern
428,"['STEADY', 'GRADUAL', 'SUDDEN']",Fortunately for Saudi has preferred to see a steady and gradual climb in the price of oil and now a sudden spike and shock in the as in the 1973 OPEC price revolution,Saudi
429,"['MIDDLE', 'PALESTINIAN', 'MILITARY', 'RUSSIAN', 'PEACEFUL', 'REGIONAL', 'OMNIPOTENT', 'SUDDEN', 'PERMANENT', 'AMERICAN']",US will lead from Israel has the science and technology leadership in the Middle autonomy for the West Bank and Gaza will be PLO and Jordan will become a part of peace Arabs and Israelis have begun testing each others willingness for the Palestinian state does not pose a military threat to the US can not bring peace too the region as a whole nor can it remove the danger of Russian penetration of the Israelis will devote more of their energies to the tasks of peaceful the price of oil will not stabilize but the US will be able to defuse some of the regional turmoil that tends to escalate oil the US must guard against delusions of omnipotent grandeur and sudden fits of dejection and OPEC does not have us over a there is no master plan that will bring permanent peace too the middle the US can reduce the likelihood of regional wars and revolutions with their risks to the supply of the US need to reduce it dependence on oil imports dispelling any notions of an and the US aim for the Middle East should not be uniformity or American but a pattern of peaceful pluralism,Middle
430,"['UNFEASIBLE', 'OUTSIDE', 'ECONOMIC', 'LITTLE']",Exchanging resources for credit seemed unfeasible because the outside world viewed Arabia as having few economic resources and of a nature that little could be developed,Arabia
431,"['RELIGIOUS', 'MILITARY', 'POWERFUL']",Ibn religious and military conquests had the affect of increasing his prestige making the most powerful unifying figurehead in Arab since the Mohammad,Mohammad
432,"['COVERED', 'SQUARE', 'LESSER']",The covered square miles from the South East Arabia and included lesser portions of and United Arab Emirates,Emirates
433,"['SUBSTANTIAL', 'ADVISORY', 'COMMERCIAL']",Hamilton join up with Twitchell representing SOCAL and his offer included a substantial load to the Saudi a down payment of in and SOCAL advisory position for John Philby and a salary of a month and if commercial oil was found,Philby
434,"['HUMAN', 'LOWER', 'HIGHER']",brain used a program called STRIPS Research Institute Problem because the algorithm strips away subgoals as it goes and like the human grain it organizes with lower level feeds too higher with the higher levels giving commands too the lower level,Problem
435,"['MICRO', 'AMAZING', 'INDUCTIVE']",Battelle Lab micro mouse used six computer chips for intelligence and it showed the amazing ability to learn maze like passageways by trail and error and inductive reasoning,Battelle
436,"['EXCELLENT', 'LEGGED', 'FUNCTIONAL', 'MECHANICAL']",Breazeal was an excellent programmer and she wrote software to help six legged robots Attila and Hannibal stay functional and work around failures in among 60 sensors and 19 degrees of free range of mechanical parts,Hannibal
437,"['BELIEVABLE', 'ARTIFICIAL', 'CAPTIVE']",Leonardo was not believable then people would be immediately turned off by the artificial gestures and motions and the machine would hold not captive audience,Leonardo
438,"['SECOND', 'IMMOBILIZED', 'UNABLE', 'PANICKED', 'CANADIAN']",second oil the war was characterized by immobilized tankers unable to leave Iraqi 8 a day decreased to 1 panicked spot buying in Japan and US exceeding oil production of locals over OPEC increased US dependence on and Canadian development of the North Seas Oil production,North
439,"['NEURAL', 'IMMUNE', 'EVENTUAL', 'MULTIPLE', 'LIKELY', 'DIRECT', 'THEORETICAL']",neural and expert systems would penetrate all areas and no area would be immune from eventual information projects will be done on multiple fronts at and most of the work would not be done by computer scientists or Knowledge based people but most likely by those in who see a need and have a direct contact with these more theoretical sources of ideas,Knowledge
440,"['OPTIMISTIC', 'SEMANTIC', 'NATURAL', 'NECESSARY']",Simon seems optimistic that semantic networks accuracy will as a he think our main bottlenecks there today are not in natural but in our ability to mount projects big enough to grow the data bases that would be necessary to do a job on the full language with all of its possibilities for metaphor,Simon
441,"['PATIENT', 'INFECTIOUS', 'MEDICAL']",The research team took 10 meningitis patients and distributed the patient information too a Stanford facility member specializing in infectious disease a and a medical student,Stanford
442,"['POLYUNSATURATED', 'CORONARY', 'GREATER']",Research Institute of the University Of Southern California School Of found that the more polyunsaturated fats where consumed by a group of men who had undergone coronary bypass the greater was their risk of developing new lesions in their arteries,School
443,"['BINARY', 'POTENTIAL', 'DYNAMIC', 'BOOLEAN']",EDVAC stored both data and instructions in mercury memory as binary and as in the Turing Universal long strings of bits represented numbers to be operated on and sequenced and potential dynamic structures of operations to be such as bit Boolean memory and accumulation,Universal
444,"['MECHANIZED', 'LOGICAL', 'HUMAN']",Behavior can be represented in Finite automata and mechanized behavior may appear logical but this does not suggest the machine can cross the sphere into human intelligence,Finite
445,"['DIGITAL', 'MATHEMATICAL', 'GENERAL']",Newmann saw digital computers as mathematical a general class of automata and did not imply they could think,Newmann
446,"['MINIMAL', 'DEGENERATIVE', 'UNIVERSAL']",Von Newmann hoped for CA a minimal level where this degenerative characteristic ceases to be universal,Newmann
447,"['COMPLICATED', 'BIOLOGICAL', 'COMBINATORIAL']",Newman in his of Self replicating believed automa would grow more complicated from one generation to the no device would become the high speed switching was millions of times faster than biological neurons but pales in comparison with the combinatorial ability of a billion and something as complicated as the brain could not be designed but had to be evolved,automa
448,"['MECHANICAL', 'VARIOUS', 'FIRST', 'POLAR']",The book diagrams the mechanical design of various robots through out the spray painting arm by DeVilbiss the Universal Transfer Device by Planet Corporation and American Machine the First polar coordinate by Unimate,Unimate
449,"['ROTARY', 'CYLINDRICAL', 'VERTICAL']",Transfer Machine by American Foundry Company and Prab Robotics demonstrated rotary yaw cylindrical coordinate system with vertical up and down movement and a load capacity of 100 lbs,Robotics
450,"['SOUND', 'NATURAL', 'HUMAN']",Voice is produced sound interpretation as natural symbols of human existence,Voice
451,"['SEMINAL', 'NEURAL', 'COMPETITIVE']",Hebb present his seminal theory of neural learning in 1949 called the Hebbian if a synapse is stimulated that synapse becomes a competitive network,Hebbian
452,"['OPTIC', 'MINIMAL', 'UNIFORM', 'INTERESTED']",Boton Roska research suggests that the optic nerve carries ten to twelve output each of which carries only minimal information about a given the ganglion cells send information only about the another group detects uniform another group detects and another group is interested in background images behind the image,Roska
453,"['CURIOUS', 'SIMPLE', 'SUFFICIENT', 'MATHEMATICAL']",curious how nature selected the 12 simple movies and how it can be that they are sufficient to provide us with all the information we seem to Ted Berger has developed a mathematical model of the transformations performed by layers of the hippocampus and programmed the model into a chip,Berger
